symbol,name,price,change,change_percentage,market_cap,trailing_p_e,revenue,volume,total_cash,total_debt,five_year_average_dividend_yield,sector,industry
0982.HK,HJ Capital (International) Holdings Company Limited,0.205,-0.019,-8.48%,2.062B,403.30,510.05M,11.72M,756.27M,1.2B,N/A,Consumer Cyclical,Lodging
1050.HK,Karrie International Holdings Limited,1.030,-0.010,-0.96%,2.057B,8.24,2.9B,"346,000",274.65M,956.3M,5.99,Industrials,Metal Fabrication
2003.HK,VCREDIT Holdings Limited,4.140,+0.020,+0.49%,2.048B,30.32,N/A,"641,400",N/A,N/A,N/A,Financial Services,Credit Services
0131.HK,Cheuk Nang (Holdings) Limited,3.300,-0.150,-4.35%,2.049B,3.55,476.36M,"12,000",768.44M,1.65B,4.36,Real Estate,Real Estate—Diversified
1396.HK,Guangdong - Hong Kong Greater Bay Area Holdings Limited,0.450,-0.005,-1.10%,2.042B,N/A,N/A,"352,000",N/A,N/A,N/A,Real Estate,Real Estate—Development
3393.HK,Wasion Holdings Limited,2.050,-0.090,-4.21%,2.042B,7.91,N/A,2.096M,N/A,N/A,6.27,Industrials,Electrical Equipment & Parts
0825.HK,New World Department Store China Limited,1.210,-0.010,-0.82%,2.04B,24.20,3.14B,"354,000",2.02B,5.66B,N/A,Consumer Cyclical,Department Stores
1571.HK,Xin Point Holdings Limited,2.030,+0.060,+3.05%,2.036B,8.93,N/A,"127,000",N/A,N/A,N/A,Consumer Cyclical,Auto Parts
1543.HK,"Guangdong Join-Share Financing Guarantee Investment Co., Ltd.",1.300,-0.050,-3.70%,2.029B,12.71,N/A,"2,000",N/A,N/A,N/A,Financial Services,Credit Services
2377.HK,"China Boqi Environmental (Holding) Co., Ltd.",2.000,-0.060,-2.91%,2.014B,9.78,N/A,1.187M,N/A,N/A,N/A,Industrials,Pollution & Treatment Controls
0147.HK,International Business Settlement Holdings Limited,0.099,0.000,0.00%,2.012B,N/A,393.54M,"350,000",710.84M,709.62M,N/A,Real Estate,Real Estate—Development
0900.HK,AEON Credit Service (Asia) Company Limited,4.800,-0.010,-0.21%,2.01B,5.43,965.45M,"324,000",870.49M,1.89B,6.71,Financial Services,Credit Services
2255.HK,Haichang Ocean Park Holdings Ltd.,0.500,+0.020,+4.17%,2B,69.84,N/A,3.162M,N/A,N/A,N/A,Consumer Cyclical,Leisure
0030.HK,Ban Loong Holdings Limited,0.310,+0.010,+3.33%,1.999B,40.26,1.16B,4.594M,10.62M,82.59M,N/A,Financial Services,Capital Markets
1321.HK,China New City Commercial Development Limited,0.990,+0.030,+3.13%,1.993B,15.07,N/A,"24,000",N/A,N/A,N/A,Real Estate,Real Estate—Development
1987.HK,Beng Soon Machinery Holdings Limited,1.990,-0.020,-1.00%,1.99B,86.01,N/A,2.328M,N/A,N/A,N/A,Industrials,Engineering & Construction
2300.HK,AMVIG Holdings Limited,2.140,+0.700,+48.61%,1.988B,8.36,2.36B,609.371M,1.21B,1.56B,6.13,Consumer Cyclical,Packaging & Containers
1361.HK,361 Degrees International Limited,0.960,-0.030,-3.03%,1.985B,4.77,N/A,"841,600",N/A,N/A,4.91,Consumer Cyclical,Leisure
0878.HK,Soundwill Holdings Limited,7.000,+0.200,+2.94%,1.983B,9.09,739.66M,"28,000",823.3M,1.9B,1.78,Real Estate,Real Estate—Diversified
1341.HK,Hao Tian International Construction Investment Group Limited,0.390,0.000,0.00%,1.971B,23.49,192.44M,6.536M,371.56M,428.43M,N/A,Industrials,Rental & Leasing Services
1728.HK,China ZhengTong Auto Services Holdings Limited,0.730,+0.040,+5.80%,1.969B,2.37,N/A,10.102M,N/A,N/A,5.56,Consumer Cyclical,Auto & Truck Dealerships
1126.HK,Dream International Limited,2.900,-0.030,-1.02%,1.963B,4.00,4.01B,"120,000",545.63M,272.64M,2.25,Consumer Cyclical,Leisure
2698.HK,Weiqiao Textile Company Limited,1.640,-0.060,-3.53%,1.959B,10.31,N/A,"644,414",N/A,N/A,N/A,Consumer Cyclical,Textile Manufacturing
1183.HK,MECOM Power and Construction Limited,1.610,+0.010,+0.62%,1.922B,36.04,N/A,3.12M,N/A,N/A,N/A,Industrials,Engineering & Construction
6128.HK,Earthasia International Holdings Limited,4.070,+0.030,+0.74%,1.923B,N/A,377.1M,4.536M,27.88M,585.34M,N/A,Industrials,Engineering & Construction
0626.HK,Public Financial Holdings Limited,1.750,-0.070,-3.85%,1.921B,5.47,1.29B,"144,000",6.64B,1.69B,6.17,Financial Services,Banks—Regional
0617.HK,Paliburg Holdings Limited,1.720,-0.040,-2.27%,1.917B,9.38,2.34B,"6,000",2.62B,20.43B,3.68,Consumer Cyclical,Lodging
0124.HK,Guangdong Land Holdings Limited,1.120,-0.010,-0.88%,1.917B,5.62,3.27B,"278,000",2.39B,4.5B,N/A,Real Estate,Real Estate—Development
2699.HK,Xinming China Holdings Limited,1.020,+0.010,+0.99%,1.916B,N/A,N/A,"888,000",N/A,N/A,N/A,Real Estate,Real Estate—Development
0222.HK,Min Xin Holdings Limited,3.200,0.000,0.00%,1.911B,3.71,135.22M,"50,000",919.45M,520.05M,1.51,Financial Services,Insurance—Property & Casualty
1045.HK,APT Satellite Holdings Limited,2.050,0.000,0.00%,1.904B,9.21,953.74M,"118,000",969.38M,181.46M,4.14,Communication Services,Telecom Services
1922.HK,"Yincheng Life Service CO., Ltd.",7.260,0.000,0.00%,1.94B,32.08,N/A,"600,000",N/A,N/A,N/A,Real Estate,Real Estate Services
1993.HK,Asiaray Media Group Limited,3.990,+0.110,+2.84%,1.898B,N/A,1.62B,"19,000",291.42M,3.75B,5.29,Communication Services,Advertising Agencies
1430.HK,Suchuang Gas Corporation Limited,2.100,+0.020,+0.96%,1.896B,23.10,N/A,"20,000",N/A,N/A,1.36,Utilities,Utilities—Regulated Gas
0187.HK,Beijing Jingcheng Machinery Electric Company Limited,1.410,0.000,0.00%,1.865B,N/A,N/A,"12,000",N/A,N/A,N/A,Industrials,Specialty Industrial Machinery
2225.HK,Jinhai International Group Holdings Limited,1.540,+0.010,+0.65%,1.894B,N/A,N/A,"10,000",N/A,N/A,N/A,Industrials,Staffing & Employment Services
0299.HK,Glory Sun Land Group Limited,0.415,-0.035,-7.78%,1.888B,5.07,10.37B,"800,000",743.17M,10B,N/A,Financial Services,Capital Markets
2360.HK,Best Mart 360 Holdings Limited,1.880,0.000,0.00%,1.88B,159.17,1.23B,"322,000",233.52M,326.32M,N/A,Consumer Defensive,Discount Stores
0845.HK,Glorious Property Holdings Limited,0.238,-0.004,-1.65%,1.855B,N/A,N/A,"501,000",N/A,N/A,N/A,Real Estate,Real Estate—Development
3989.HK,Capital Environment Holdings Limited,0.129,+0.003,+2.38%,1.844B,5.02,N/A,3.84M,N/A,N/A,N/A,Industrials,Waste Management
0400.HK,Cogobuy Group,1.300,-0.040,-2.99%,1.843B,15.05,N/A,1.045M,N/A,N/A,N/A,Technology,Electronics & Computer Distribution
3768.HK,"Kunming Dianchi Water Treatment Co., Ltd.",1.790,-0.030,-1.65%,1.842B,4.26,N/A,"170,000",N/A,N/A,N/A,Utilities,Utilities—Regulated Water
0261.HK,GBA Holdings Limited,0.010,0.000,0.00%,1.838B,N/A,466M,"880,000",136M,85M,N/A,Technology,Communication Equipment
1967.HK,Confidence Intelligence Holdings Limited,7.350,-0.030,-0.41%,1.838B,88.91,N/A,"480,000",N/A,N/A,N/A,Technology,Semiconductors
1408.HK,Macau E&M Holding Limited,3.650,-0.030,-0.82%,1.825B,47.91,N/A,4.256M,N/A,N/A,N/A,Industrials,Engineering & Construction
0365.HK,Sino ICT Holdings Limited,1.250,-0.050,-3.85%,1.819B,83.33,265.6M,"180,000",173.44M,246.56M,N/A,Industrials,Specialty Industrial Machinery
1164.HK,CGN Mining Company Limited,0.275,0.000,0.00%,1.815B,11.36,2.05B,"610,000",411.87M,1.62B,N/A,Energy,Uranium
2368.HK,Eagle Nice (International) Holdings Limited,3.410,-0.020,-0.58%,1.814B,8.12,3.02B,"352,000",391.57M,544.83M,8.56,Consumer Cyclical,Apparel Manufacturing
0112.HK,Lerthai Group Limited,1.680,-0.070,-4.00%,1.801B,14.00,859.12M,"22,000",55.64M,10.63B,N/A,Real Estate,Real Estate—Development
0848.HK,Maoye International Holdings Limited,0.345,-0.005,-1.43%,1.773B,42.17,N/A,"304,000",N/A,N/A,N/A,Consumer Cyclical,Department Stores
1086.HK,Goodbaby International Holdings Limited,1.060,-0.010,-0.93%,1.768B,8.83,8.06B,"913,000",2.05B,3.82B,N/A,Consumer Cyclical,Leisure
6118.HK,Austar Lifesciences Limited,3.540,+0.090,+2.61%,1.815B,100.61,N/A,"3,000",N/A,N/A,N/A,Healthcare,Medical Devices
0419.HK,Huayi Tencent Entertainment Company Limited,0.130,-0.003,-2.26%,1.755B,N/A,88.1M,6.185M,147.38M,173.4M,N/A,Consumer Cyclical,Leisure
0160.HK,"Hon Kwok Land Investment Company, Limited",2.430,0.000,0.00%,1.751B,N/A,638.48M,"18,000",2.19B,5.88B,3.65,Real Estate,Real Estate—Development
0672.HK,Zhong An Group Limited,0.310,-0.015,-4.62%,1.747B,2.48,N/A,13.755M,N/A,N/A,N/A,Real Estate,Real Estate—Diversified
3378.HK,"Xiamen International Port Co., Ltd",0.640,0.000,0.00%,1.745B,5.92,N/A,"450,000",N/A,N/A,3.37,Industrials,Marine Shipping
0075.HK,Y. T. Realty Group Limited,2.170,+0.110,+5.34%,1.735B,271.25,51.73M,"47,479",2.06B,2.32B,N/A,Real Estate,Real Estate Services
2488.HK,Launch Tech Company Limited,4.020,0.000,0.00%,1.738B,N/A,N/A,"143,000",N/A,N/A,N/A,Consumer Cyclical,Auto Parts
0635.HK,Playmates Holdings Limited,0.820,0.000,0.00%,1.729B,4.35,540M,"64,000",1.55B,750.88M,2.09,Consumer Cyclical,Leisure
2136.HK,Lifestyle China Group Limited,1.180,-0.050,-4.07%,1.728B,N/A,N/A,"231,500",N/A,N/A,N/A,Consumer Cyclical,Department Stores
8039.HK,KNK Holdings Limited,4.100,0.000,0.00%,1.714B,N/A,30.7M,2.912M,14.27M,17.18M,N/A,Industrials,Engineering & Construction
3608.HK,Yongsheng Advanced Materials Company Limited,2.320,-0.010,-0.43%,1.697B,23.74,N/A,"157,500",N/A,N/A,3.17,Consumer Cyclical,Textile Manufacturing
1846.HK,EuroEyes International Eye Clinic Limited,5.160,-0.120,-2.27%,1.699B,177.61,409.74M,"126,000",719.73M,216.62M,N/A,Healthcare,Medical Care Facilities
2008.HK,Phoenix Media Investment (Holdings) Limited,0.340,-0.020,-5.56%,1.698B,14.43,3.32B,"260,000",4.21B,1.5B,N/A,Communication Services,Broadcasting
3358.HK,Bestway Global Holding Inc.,1.600,-0.070,-4.19%,1.693B,6.55,905.29M,"909,000",217.54M,275.58M,N/A,Consumer Cyclical,Leisure
2030.HK,Cabbeen Fashion Limited,2.510,+0.110,+4.58%,1.678B,9.04,N/A,2.18M,N/A,N/A,6.48,Consumer Cyclical,Apparel Manufacturing
0710.HK,BOE Varitronix Limited,2.270,+0.040,+1.79%,1.669B,66.76,3.87B,"732,000",1.5B,7.31M,3.68,Technology,Electronic Components
0259.HK,Yeebo (International Holdings) Limited,1.660,0.000,0.00%,1.659B,13.28,813.15M,"300,000",238.93M,13.55M,2.78,Technology,Electronic Components
6090.HK,Centurion Corporation Limited,1.950,0.000,0.00%,1.622B,2.95,N/A,"4,000",N/A,N/A,N/A,Consumer Cyclical,Lodging
0085.HK,China Electronics Huada Technology Company Limited,0.810,+0.020,+2.53%,1.644B,10.93,1.5B,"448,000",698.53M,2.38B,2.55,Technology,Semiconductors
0547.HK,Digital Domain Holdings Limited,0.048,0.000,0.00%,1.636B,N/A,675.76M,4.555M,212.91M,442.46M,N/A,Communication Services,Entertainment
1708.HK,Nanjing Sample Technology Company Limited,2.060,+0.010,+0.49%,1.632B,60.46,N/A,"60,000",N/A,N/A,N/A,Technology,Communication Equipment
3688.HK,Top Spring International Holdings Limited,1.150,+0.010,+0.88%,1.625B,N/A,692.56M,"62,500",1.44B,10.17B,6.67,Real Estate,Real Estate—Development
0064.HK,Get Nice Holdings Limited,0.168,+0.001,+0.60%,1.623B,13.77,474.58M,17.928M,1.6B,N/A,7.77,Financial Services,Capital Markets
1895.HK,Xinyuan Property Management Service (Cayman) Ltd.,2.950,-0.180,-5.75%,1.621B,11.37,N/A,1.968M,N/A,N/A,N/A,Real Estate,Real Estate Services
2308.HK,EVOC Intelligent Technology Company Limited,1.300,+0.010,+0.78%,1.603B,6.22,N/A,"884,000",N/A,N/A,N/A,Technology,Computer Hardware
0554.HK,Hans Energy Company Limited,0.410,+0.005,+1.23%,1.602B,N/A,1.27B,"438,000",852.65M,701.2M,N/A,Energy,Oil & Gas Equipment & Services
1469.HK,Get Nice Financial Group Limited,0.640,0.000,0.00%,1.6B,10.67,336.48M,"29,000",706.25M,N/A,N/A,Financial Services,Capital Markets
2298.HK,Cosmo Lady (China) Holdings Company Limited,0.710,+0.050,+7.58%,1.597B,N/A,N/A,9.699M,N/A,N/A,2.84,Consumer Cyclical,Apparel Manufacturing
0521.HK,CWT International Limited,0.140,+0.008,+6.06%,1.596B,N/A,36.3B,84.93M,2.66B,8.2B,N/A,Basic Materials,Other Industrial Metals & Mining
0330.HK,Esprit Holdings Limited,0.840,0.000,0.00%,1.585B,N/A,11.93B,1.187M,2.75B,4.53B,N/A,Consumer Cyclical,Apparel Retail
0989.HK,Ground International Development Limited,0.265,-0.050,-15.87%,1.583B,N/A,N/A,5.54M,N/A,N/A,N/A,Real Estate,Real Estate—Development
1184.HK,S.A.S. Dragon Holdings Limited,2.520,-0.020,-0.79%,1.577B,5.99,18.4B,"22,000",1.23B,3.22B,6.85,Technology,Electronic Components
1373.HK,International Housewares Retail Company Limited,2.200,-0.060,-2.65%,1.574B,10.48,2.54B,1.045M,429.73M,524.18M,7.12,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
1253.HK,China Greenland Broad Greenstate Group Company Limited,0.470,+0.010,+2.17%,1.571B,19.70,N/A,"68,000",N/A,N/A,N/A,Industrials,Engineering & Construction
1885.HK,China Wood Optimization (Holding) Limited,1.570,-0.010,-0.63%,1.57B,30.03,N/A,2.02M,N/A,N/A,N/A,Basic Materials,Lumber & Wood Production
1719.HK,China Infrastructure & Logistics Group Ltd.,0.910,+0.010,+1.11%,1.57B,122.97,313.96M,"160,000",74.04M,528.87M,N/A,Industrials,Marine Shipping
0628.HK,"Gome Finance Technology Co., Ltd.",0.580,0.000,0.00%,1.567B,N/A,N/A,"362,000",N/A,N/A,N/A,Financial Services,Credit Services
6811.HK,Tai Hing Group Holdings Limited,1.560,-0.010,-0.64%,1.562B,18.03,2.93B,1.554M,629.24M,1.73B,N/A,Consumer Cyclical,Restaurants
1921.HK,Dalipal Holdings Limited,1.040,0.000,0.00%,1.56B,7.43,N/A,"32,000",N/A,N/A,N/A,Energy,Oil & Gas Equipment & Services
1662.HK,Yee Hop Holdings Limited,3.120,-0.030,-0.95%,1.56B,62.40,980.05M,2.552M,103.53M,204.42M,N/A,Industrials,Engineering & Construction
6828.HK,Beijing Gas Blue Sky Holdings Limited,0.120,0.000,0.00%,1.558B,546.67,2.01B,11.76M,865.51M,3.34B,N/A,Utilities,Utilities—Regulated Gas
1583.HK,Qinqin Foodstuffs Group (Cayman) Company Limited,2.300,-0.090,-3.77%,1.553B,16.19,N/A,200,N/A,N/A,N/A,Consumer Defensive,Packaged Foods
0431.HK,Greater China Financial Holdings Limited,0.199,+0.001,+0.51%,1.547B,N/A,221.55M,1.364M,103.32M,137.41M,N/A,Industrials,Conglomerates
0312.HK,Shirble Department Store Holdings (China) Limited,0.620,-0.020,-3.12%,1.547B,10.91,N/A,"300,000",N/A,N/A,1.18,Consumer Cyclical,Department Stores
2280.HK,HC Group Inc.,1.180,0.000,0.00%,1.546B,N/A,N/A,"481,000",N/A,N/A,N/A,Technology,Information Technology Services
0367.HK,Chuang's Consortium International Limited,0.920,0.000,0.00%,1.539B,N/A,611.97M,"256,000",4.88B,7.16B,4.72,Real Estate,Real Estate Services
0150.HK,Hypebeast Limited,0.760,0.000,0.00%,1.538B,23.68,751.37M,1.052M,67.25M,79.6M,N/A,Communication Services,Internet Content & Information
0237.HK,"Safety Godown Company, Limited",3.770,-0.020,-0.53%,1.527B,N/A,91.34M,"42,000",385.08M,N/A,2.03,Real Estate,Real Estate Services
2738.HK,Huajin International Holdings Limited,2.550,-0.070,-2.67%,1.53B,76.17,N/A,"408,000",N/A,N/A,N/A,Basic Materials,Steel
0882.HK,Tianjin Development Holdings Limited,1.420,-0.020,-1.39%,1.523B,6.92,4.12B,"182,000",5.79B,1.99B,2.98,Utilities,Utilities—Diversified
3903.HK,"Hanhua Financial Holding Co., Ltd.",0.340,+0.060,+21.43%,1.564B,5.81,N/A,"264,000",N/A,N/A,N/A,Financial Services,Credit Services
0329.HK,OCI International Holdings Limited,1.430,+0.020,+1.42%,1.515B,N/A,77.91M,2.916M,677.52M,477.77M,N/A,Financial Services,Capital Markets
0687.HK,Tysan Holdings Limited,0.450,0.000,0.00%,1.515B,5.76,2.84B,"96,450",568.06M,121.93M,N/A,Industrials,Engineering & Construction
1297.HK,Sinosoft Technology Group Limited,1.230,-0.080,-6.11%,1.504B,4.67,N/A,1.639M,N/A,N/A,N/A,Technology,Software—Application
1639.HK,AKM Industrial Company Limited,0.970,0.000,0.00%,1.492B,12.95,1.5B,"120,000",35.33M,226.68M,N/A,Technology,Electronic Components
9911.HK,Newborn Town Inc.,1.490,+0.060,+4.20%,1.49B,15.99,N/A,10.29M,N/A,N/A,N/A,Technology,Software—Application
1243.HK,Wang On Properties Limited,0.095,-0.006,-5.94%,1.444B,3.26,2.37B,32.28M,853.62M,3.58B,N/A,Real Estate,Real Estate—Development
1837.HK,Natural Food International Holding Limited,0.680,-0.030,-4.23%,1.488B,9.97,N/A,3.288M,N/A,N/A,N/A,Consumer Defensive,Packaged Foods
1820.HK,Pacific Millennium Packaging Group Corporation,4.950,-0.030,-0.60%,1.488B,17.42,N/A,"56,000",N/A,N/A,N/A,Consumer Cyclical,Packaging & Containers
3708.HK,China Supply Chain Holdings Limited,0.265,0.000,0.00%,1.482B,N/A,377.77M,4.19M,56.13M,1.35M,N/A,Consumer Cyclical,Residential Construction
2399.HK,China Fordoo Holdings Limited,0.770,+0.010,+1.32%,1.481B,N/A,N/A,"901,000",N/A,N/A,N/A,Consumer Cyclical,Apparel Manufacturing
1865.HK,Pipeline Engineering Holdings Limited,1.600,-0.030,-1.84%,1.472B,166.78,N/A,4.336M,N/A,N/A,N/A,Industrials,Engineering & Construction
0331.HK,FSE Services Group Limited,3.260,+0.060,+1.87%,1.467B,5.82,4.88B,1.467M,700.95M,524.63M,N/A,Industrials,Engineering & Construction
0321.HK,Texwinca Holdings Limited,1.060,-0.020,-1.85%,1.465B,8.69,7.63B,"748,000",1.83B,1.86B,12.08,Consumer Cyclical,Textile Manufacturing
2722.HK,"Chongqing Machinery & Electric Co., Ltd.",0.395,-0.005,-1.25%,1.455B,8.82,N/A,2.268M,N/A,N/A,5.55,Industrials,Specialty Industrial Machinery
0542.HK,TFG International Group Limited,0.209,-0.003,-1.42%,1.452B,N/A,162.31M,3.8M,109.06M,959.06M,N/A,Real Estate,Real Estate—Development
3680.HK,Suoxinda Holdings Limited,3.620,-0.060,-1.63%,1.448B,125.05,N/A,2.888M,N/A,N/A,N/A,Technology,Information Technology Services
0015.HK,Vantage International (Holdings) Limited,0.860,+0.010,+1.18%,1.448B,N/A,1.64B,2.146M,900.46M,1.51B,3.72,Industrials,Engineering & Construction
0776.HK,Imperium Group Global Holdings Limited,5.000,+0.050,+1.01%,1.436B,N/A,192.06M,"615,000",43.85M,134.53M,N/A,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
2226.HK,Honworld Group Limited,2.480,-0.020,-0.80%,1.435B,6.48,N/A,"140,500",N/A,N/A,2.37,Consumer Defensive,Packaged Foods
0533.HK,Goldlion Holdings Limited,1.480,+0.060,+4.23%,1.454B,7.22,1.39B,"30,000",1.16B,16.76M,6.96,Consumer Cyclical,Apparel Manufacturing
1076.HK,Imperial Pacific International Holdings Limited,0.010,0.000,0.00%,1.43B,N/A,166.5M,"140,000",62.25M,4.35B,N/A,Consumer Cyclical,Resorts & Casinos
2348.HK,Dawnrays Pharmaceutical (Holdings) Limited,0.920,0.000,0.00%,1.421B,5.37,N/A,1.068M,N/A,N/A,3.01,Healthcare,Drug Manufacturers—Specialty & Generic
0218.HK,Shenwan Hongyuan (H.K.) Limited,0.910,-0.010,-1.09%,1.421B,10.38,642.24M,"210,000",7.77B,4.44B,2.17,Financial Services,Capital Markets
3737.HK,Zhongzhi Pharmaceutical Holdings Limited,1.700,-0.030,-1.73%,1.428B,9.59,N/A,"213,000",N/A,N/A,N/A,Healthcare,Drug Manufacturers—Specialty & Generic
1283.HK,Accel Group Holdings Limited,1.770,+0.082,+4.86%,1.416B,16.54,522.33M,8.345M,109.44M,3.27M,N/A,Industrials,Engineering & Construction
1300.HK,Trigiant Group Limited,0.790,-0.020,-2.47%,1.415B,3.47,N/A,"770,000",N/A,N/A,N/A,Technology,Communication Equipment
0296.HK,Emperor Entertainment Hotel Limited,1.160,0.000,0.00%,1.412B,5.52,1.14B,"340,000",3.59B,68.88M,5.33,Consumer Cyclical,Resorts & Casinos
2886.HK,Binhai Investment Company Limited,1.200,-0.020,-1.64%,1.622B,8.89,3.61B,"18,000",657.13M,2.79B,2.85,Utilities,Utilities—Regulated Gas
0603.HK,China Oil And Gas Group Limited,0.244,0.000,0.00%,1.407B,3.80,9.77B,"468,000",3.16B,7.26B,N/A,Energy,Oil & Gas Refining & Marketing
0970.HK,Sparkle Roll Group Limited,0.275,+0.025,+10.00%,1.406B,45.83,3.44B,7.424M,179.61M,1.14B,N/A,Consumer Cyclical,Auto & Truck Dealerships
9908.HK,"JiaXing Gas Group Co., Ltd.",10.180,-0.020,-0.20%,1.403B,13.74,N/A,"66,500",N/A,N/A,N/A,Utilities,Utilities—Regulated Gas
1526.HK,Rici Healthcare Holdings Limited,0.880,+0.010,+1.15%,1.399B,N/A,N/A,"14,000",N/A,N/A,N/A,Healthcare,Medical Care Facilities
1345.HK,China Pioneer Pharma Holdings Limited,1.110,+0.070,+6.73%,1.399B,24.42,N/A,"239,000",N/A,N/A,N/A,Healthcare,Pharmaceutical Retailers
0212.HK,Nanyang Holdings Limited,40.550,-0.250,-0.61%,1.387B,23.71,173.87M,"2,000",236.52M,16.72M,1.37,Real Estate,Real Estate Services
6885.HK,Henan Jinma Energy Company Limited,2.600,-0.090,-3.35%,1.392B,2.51,N/A,"41,000",N/A,N/A,N/A,Basic Materials,Coking Coal
0271.HK,Asiasec Properties Limited,1.120,0.000,0.00%,1.39B,2.24k,49.02M,"3,978",227.16M,21.74M,N/A,Real Estate,Real Estate Services
3399.HK,Guangdong Yueyun Transportation Company Limited,1.730,-0.070,-3.89%,1.384B,4.80,N/A,"127,000",N/A,N/A,N/A,Industrials,Integrated Freight & Logistics
1723.HK,HK Asia Holdings Limited,3.450,0.000,0.00%,1.38B,53.61,199.99M,"626,000",106.81M,5.09M,N/A,Communication Services,Telecom Services
2083.HK,Nature Home Holding Company Limited,1.000,-0.010,-0.99%,1.378B,7.46,N/A,"65,000",N/A,N/A,N/A,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
0408.HK,Yip's Chemical Holdings Limited,2.460,-0.010,-0.40%,1.377B,5.71,9.99B,"236,000",918.52M,1.79B,6.11,Basic Materials,Specialty Chemicals
0113.HK,Dickson Concepts (International) Limited,3.480,-0.070,-1.97%,1.372B,2.14,2.94B,"60,500",3.56B,2.11B,5.70,Consumer Cyclical,Luxury Goods
1068.HK,China Yurun Food Group Limited,0.750,0.000,0.00%,1.367B,N/A,15.37B,1.323M,679.7M,6.62B,N/A,Consumer Defensive,Packaged Foods
1738.HK,Feishang Anthracite Resources Limited,0.990,+0.010,+1.02%,1.367B,N/A,N/A,"5,000",N/A,N/A,N/A,Energy,Thermal Coal
0255.HK,Lung Kee (Bermuda) Holdings Limited,2.140,0.000,0.00%,1.339B,9.24,2.11B,"96,000",896.36M,10.94M,7.39,Industrials,Metal Fabrication
1168.HK,Sinolink Worldwide Holdings Limited,0.385,-0.035,-8.33%,1.363B,N/A,26.27M,6.574M,1.32B,813.42M,N/A,Real Estate,Real Estate—Diversified
1868.HK,Neo-Neon Holdings Limited,0.650,0.000,0.00%,1.361B,N/A,N/A,"111,000",N/A,N/A,N/A,Industrials,Electrical Equipment & Parts
0721.HK,China Financial International Investments Limited,0.124,-0.004,-3.13%,1.36B,N/A,-446.9M,1.61M,360.65M,65.57M,N/A,Financial Services,Asset Management
0931.HK,China LNG Group Limited,0.239,+0.004,+1.70%,1.349B,N/A,1.86B,"27,000",123.47M,613.6M,N/A,Energy,Oil & Gas Refining & Marketing
6136.HK,Kangda International Environmental Company Limited,0.630,-0.030,-4.55%,1.348B,2.71,N/A,"993,000",N/A,N/A,N/A,Utilities,Utilities—Regulated Water
2327.HK,Meilleure Health International Industry Group Limited,0.320,+0.005,+1.59%,1.367B,15.07,259.47M,2.196M,361.19M,253.75M,N/A,Industrials,Conglomerates
0202.HK,EverChina Int'l Holdings Company Limited,0.183,0.000,0.00%,1.335B,N/A,137.2M,1.66M,16.98M,821.19M,N/A,Real Estate,Real Estate Services
0398.HK,Oriental Watch Holdings Limited,2.340,-0.010,-0.43%,1.335B,13.30,2.35B,1.198M,959.99M,313.1M,2.58,Consumer Cyclical,Luxury Goods
